69,01.03 00:00,64.153,1
69,01.03 01:00,64.394,1
69,01.03 02:00,64.535,1
69,01.03 03:00,64.016,1
69,01.03 04:00,64.289,1
69,01.03 05:00,64.218,1
69,01.03 06:00,64.268,1
69,01.03 07:00,64.512,1
69,01.03 08:00,64.393,1
69,01.03 09:00,63.991,1
69,01.03 10:00,64.371,1
69,01.03 11:00,64.443,1
69,01.03 12:00,64.021,1
69,01.03 13:00,64.382,1
69,01.03 14:00,64.221,1
69,01.03 15:00,64.138,1
69,01.03 16:00,64.01,1
69,01.03 17:00,64.01,1
69,01.03 18:00,64.158,1
69,01.03 19:00,64.337,1
69,01.03 20:00,64.062,1
69,01.03 21:00,64.248,1
69,01.03 22:00,64.448,1
69,01.03 23:00,64.135,1
69,02.03 00:00,64.169,1
69,02.03 01:00,64.178,1
69,02.03 02:00,0.0,1
69,02.03 03:00,0.0,1
69,02.03 04:00,0.0,1
69,02.03 05:00,0.0,1
69,02.03 06:00,0.0,1
69,02.03 07:00,0.0,1
69,02.03 08:00,0.0,1
69,02.03 09:00,0.0,1
69,02.03 10:00,0.0,1
69,02.03 11:00,0.0,1
69,02.03 12:00,0.0,1
69,02.03 13:00,0.0,1
69,02.03 14:00,0.0,1
69,02.03 15:00,0.0,1
69,02.03 16:00,0.0,1
69,02.03 17:00,0.0,1
69,02.03 18:00,0.0,1
69,02.03 19:00,0.0,1
69,02.03 20:00,0.0,1
69,02.03 21:00,0.0,1
69,02.03 22:00,0.0,1
69,02.03 23:00,0.0,1
69,03.03 00:00,0.0,1
69,03.03 01:00,0.0,1
69,03.03 02:00,0.0,1
69,03.03 03:00,0.0,1
69,03.03 04:00,0.0,1
69,03.03 05:00,0.0,1
69,03.03 06:00,0.0,1
69,03.03 07:00,0.0,1
69,03.03 08:00,0.0,1
69,03.03 09:00,0.0,1
69,03.03 10:00,0.0,1
69,03.03 11:00,0.0,1
69,03.03 12:00,0.0,1
69,03.03 13:00,0.0,1
69,03.03 14:00,0.0,1
69,03.03 15:00,0.0,1
69,03.03 16:00,0.0,1
69,03.03 17:00,0.0,1
69,03.03 18:00,0.0,1
69,03.03 19:00,0.0,1
69,03.03 20:00,0.0,1
69,03.03 21:00,0.0,1
69,03.03 22:00,0.0,1
69,03.03 23:00,0.0,1
69,04.03 00:00,0.0,1
69,04.03 01:00,0.0,1
69,04.03 02:00,0.0,1
69,04.03 03:00,0.0,1
69,04.03 04:00,0.0,1
69,04.03 05:00,0.0,1
69,04.03 06:00,0.0,1
69,04.03 07:00,0.0,1
69,04.03 08:00,0.0,1
69,04.03 09:00,0.0,1
69,04.03 10:00,0.0,1
69,04.03 11:00,0.0,1
69,04.03 12:00,0.0,1
69,04.03 13:00,0.0,1
69,04.03 14:00,0.0,1
69,04.03 15:00,0.0,1
69,04.03 16:00,0.0,1
69,04.03 17:00,0.0,1
69,04.03 18:00,0.0,1
69,04.03 19:00,0.0,1
69,04.03 20:00,0.0,1
69,04.03 21:00,0.0,1
69,04.03 22:00,0.0,1
69,04.03 23:00,0.0,1
69,05.03 00:00,0.0,1
69,05.03 01:00,0.0,1
69,05.03 02:00,0.0,1
69,05.03 03:00,0.0,1
69,05.03 04:00,0.0,1
69,05.03 05:00,0.0,1
69,05.03 06:00,0.0,1
69,05.03 07:00,0.0,1
69,05.03 08:00,0.0,1
69,05.03 09:00,0.0,1
69,05.03 10:00,0.0,1
69,05.03 11:00,0.0,1
69,05.03 12:00,0.0,1
69,05.03 13:00,0.0,1
69,05.03 14:00,0.0,1
69,05.03 15:00,0.0,1
69,05.03 16:00,0.0,1
69,05.03 17:00,0.0,1
69,05.03 18:00,0.0,1
69,05.03 19:00,0.0,1
69,05.03 20:00,0.0,1
69,05.03 21:00,0.0,1
69,05.03 22:00,0.0,1
69,05.03 23:00,0.0,1
69,06.03 00:00,0.0,1
69,06.03 01:00,0.0,1
69,06.03 02:00,0.0,1
69,06.03 03:00,0.0,1
69,06.03 04:00,0.0,1
69,06.03 05:00,0.0,1
69,06.03 06:00,0.0,1
69,06.03 07:00,0.0,1
69,06.03 08:00,0.0,1
69,06.03 09:00,0.0,1
69,06.03 10:00,0.0,1
69,06.03 11:00,0.0,1
69,06.03 12:00,0.0,1
69,06.03 13:00,0.0,1
69,06.03 14:00,0.0,1
69,06.03 15:00,0.0,1
69,06.03 16:00,0.0,1
69,06.03 17:00,0.0,1
69,06.03 18:00,0.0,1
69,06.03 19:00,0.0,1
69,06.03 20:00,0.0,1
69,06.03 21:00,0.0,1
69,06.03 22:00,0.0,1
69,06.03 23:00,0.0,1
69,07.03 00:00,0.0,1
69,07.03 01:00,0.0,1
69,07.03 02:00,61.422,1
69,07.03 03:00,64.376,0
69,07.03 04:00,67.442,0
69,07.03 05:00,89.109,0
