130,01.03 00:00,74.032
130,01.03 01:00,72.643
130,01.03 02:00,71.774
130,01.03 03:00,72.133
130,01.03 04:00,73.095
130,01.03 05:00,71.097
130,01.03 06:00,75.117
130,01.03 07:00,77.664
130,01.03 08:00,61.086
130,01.03 09:00,69.051
130,01.03 10:00,61.152
130,01.03 11:00,61.136
130,01.03 12:00,57.249
130,01.03 13:00,58.198
130,01.03 14:00,56.916
130,01.03 15:00,58.81
130,01.03 16:00,60.963
130,01.03 17:00,62.002
130,01.03 18:00,56.833
130,01.03 19:00,68.715
130,01.03 20:00,74.834
130,01.03 21:00,72.023
130,01.03 22:00,71.642
130,01.03 23:00,70.25
130,02.03 00:00,71.801
130,02.03 01:00,70.994
130,02.03 02:00,67.93
130,02.03 03:00,70.78
130,02.03 04:00,70.291
130,02.03 05:00,68.816
130,02.03 06:00,73.792
130,02.03 07:00,74.81
130,02.03 08:00,53.107
130,02.03 09:00,57.077
130,02.03 10:00,63.754
130,02.03 11:00,55.203
130,02.03 12:00,55.748
130,02.03 13:00,58.0
130,02.03 14:00,54.85
130,02.03 15:00,58.788
130,02.03 16:00,60.963
130,02.03 17:00,64.306
130,02.03 18:00,59.166
130,02.03 19:00,70.939
130,02.03 20:00,73.795
130,02.03 21:00,75.991
130,02.03 22:00,73.091
130,02.03 23:00,71.886
130,03.03 00:00,69.964
130,03.03 01:00,69.773
130,03.03 02:00,69.88
130,03.03 03:00,71.01
130,03.03 04:00,70.336
130,03.03 05:00,69.292
130,03.03 06:00,74.261
130,03.03 07:00,76.169
130,03.03 08:00,60.704
130,03.03 09:00,61.791
130,03.03 10:00,68.94
130,03.03 11:00,72.048
130,03.03 12:00,60.101
130,03.03 13:00,59.289
130,03.03 14:00,56.002
130,03.03 15:00,60.164
130,03.03 16:00,57.129
130,03.03 17:00,63.153
130,03.03 18:00,56.07
130,03.03 19:00,68.723
130,03.03 20:00,73.984
130,03.03 21:00,73.772
130,03.03 22:00,75.873
130,03.03 23:00,71.761
130,04.03 00:00,70.866
130,04.03 01:00,69.177
130,04.03 02:00,71.134
130,04.03 03:00,68.093
130,04.03 04:00,68.744
130,04.03 05:00,69.755
130,04.03 06:00,77.193
130,04.03 07:00,82.223
130,04.03 08:00,59.297
130,04.03 09:00,65.773
130,04.03 10:00,71.796
130,04.03 11:00,73.255
130,04.03 12:00,61.887
130,04.03 13:00,60.826
130,04.03 14:00,59.779
130,04.03 15:00,61.019
130,04.03 16:00,58.987
130,04.03 17:00,62.706
130,04.03 18:00,56.074
130,04.03 19:00,69.931
130,04.03 20:00,74.09
130,04.03 21:00,69.713
130,04.03 22:00,72.005
130,04.03 23:00,72.198
130,05.03 00:00,69.86
130,05.03 01:00,70.083
130,05.03 02:00,69.775
130,05.03 03:00,67.68
130,05.03 04:00,69.761
130,05.03 05:00,71.243
130,05.03 06:00,70.085
130,05.03 07:00,71.642
130,05.03 08:00,48.061
